,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Pcsk9,log2FC_Pcsk9_vs_NT
Afdn,-0.175395717,3.869725089,-1.221995473,0.24267294,0.596952981,-5.310627818,14.56750933,12.8998878,-0.175395717
Ldah,-0.175529891,3.953605627,-1.489578631,0.15938392,0.502689945,-4.990176876,15.32936033,13.5732632,-0.175529891
Pip4p2,-0.17553664,3.836901259,-1.918494406,0.076502276,0.39524837,-4.390056484,13.97806033,12.3767072,-0.17553664
Tmem70,-0.175567284,5.455372528,-2.15955143,0.049383536,0.350323896,-4.016528512,47.23708,41.824622,-0.175567284
Ddr1,-0.175967988,1.025501573,-0.312692504,0.759304984,0.908347413,-5.976199227,1.1722584,1.03765196,-0.175967988
Galnt15,-0.175984769,0.974683968,-0.385880286,0.705613879,0.88361021,-5.950556945,0.9662658,0.85530284,-0.175984769
Rfx7,-0.176042282,1.619271965,-0.864330971,0.402542897,0.717312632,-5.657909809,2.208365333,1.9546856,-0.176042282
Chd2,-0.176121251,2.494745619,-1.071595932,0.302734947,0.645162451,-5.468827173,5.185459667,4.5895434,-0.176121251
Tmem183a,-0.176280198,6.169943848,-2.211141244,0.044884961,0.340559973,-3.933920049,75.92595333,67.193092,-0.176280198
Helz2,-0.176280839,4.701774008,-1.724353575,0.107513419,0.438610404,-4.673273475,26.36191,23.329802,-0.176280839
Dop1b,-0.176334918,3.952545774,-1.036678783,0.318146745,0.655629218,-5.503101111,16.55547467,14.6507392,-0.176334918
Phf5a,-0.176341574,4.65593274,-1.641715102,0.123790276,0.456197371,-4.788258375,26.27529,23.252166,-0.176341574
Mbd2,-0.176446221,4.926427814,-1.930784092,0.074842378,0.393290534,-4.371560534,32.10476333,28.408864,-0.176446221
Kctd17,-0.176517483,2.672653918,-0.460663237,0.652392749,0.860062933,-5.918946687,5.608772,4.9628452,-0.176517483
Lrp5,-0.176552633,4.237500637,-0.98726699,0.340922662,0.675388856,-5.549958953,20.55776067,18.1898102,-0.176552633
Zc3h18,-0.176749058,4.281256505,-1.704941686,0.111157855,0.442205905,-4.700600639,19.69580667,17.424768,-0.176749058
Dhfr,-0.176770963,3.912656946,-2.026987518,0.0629409,0.372565755,-4.224652083,15.03579133,13.301877,-0.176770963
Smg1,-0.17677276,2.558413838,-0.908120608,0.379782363,0.703021841,-5.620896717,5.384867333,4.7638832,-0.17677276
Dnmt1,-0.176775799,2.508748935,-0.779459156,0.4491942,0.750047936,-5.724982117,5.152357667,4.558177,-0.176775799
Zfhx3,-0.176794491,1.346126065,-0.880591127,0.393986737,0.711685597,-5.644354615,1.701386333,1.5051594,-0.176794491
Ntmt1,-0.176844691,2.809824594,-1.491049348,0.159002109,0.502149199,-4.988289153,6.592481,5.8319438,-0.176844691
Pgd,-0.176926244,4.194088785,-1.723939634,0.107590021,0.438610404,-4.673858189,19.05634333,16.856968,-0.176926244
Zfp91,-0.177016926,4.634140049,-1.677966459,0.116402308,0.449864206,-4.738255052,25.84179,22.85784,-0.177016926
Trf,-0.177077053,8.352068552,-1.195117217,0.252668638,0.606513836,-5.340124287,351.2993,310.72184,-0.177077053
Vps11,-0.177081868,4.051427102,-1.719382424,0.108436545,0.438610404,-4.680289789,17.60169333,15.568526,-0.177081868
Ppp5c,-0.177088079,5.035581411,-1.927558848,0.075274797,0.393389416,-4.376420657,35.74497333,31.615944,-0.177088079
Mitf,-0.177191582,1.287643277,-0.84585298,0.412415704,0.724566247,-5.673041039,1.5518059,1.3724528,-0.177191582
Map1lc3b,-0.177232512,5.276811632,-1.545528664,0.145393565,0.484846202,-4.917458388,39.59150333,35.014642,-0.177232512
Zfp772,-0.177343963,1.589299121,-0.654585755,0.523759947,0.79196972,-5.812114941,2.135568233,1.88854614,-0.177343963
Sugp2,-0.177388271,1.781705041,-1.053249702,0.310762455,0.650049245,-5.486954096,2.565094667,2.2683194,-0.177388271
Pea15a,-0.17756217,3.228943288,-0.744414237,0.469420296,0.761405924,-5.750843647,9.272025667,8.1982864,-0.17756217
Aldh1b1,-0.177592146,5.878005144,-0.540945744,0.597381704,0.832381843,-5.879018277,56.24297667,49.728772,-0.177592146
Bptf,-0.177828278,2.725702359,-0.700452919,0.495571502,0.777345564,-5.781739366,6.186895,5.4694178,-0.177828278
Xndc1,-0.177915112,0.90290007,-0.583478058,0.569217404,0.816984363,-5.855388075,0.880316933,0.77818216,-0.177915112
Hspa4,-0.178041045,5.607186336,-1.811542528,0.09241529,0.417712692,-4.548241818,51.08054333,45.150214,-0.178041045
Zfp148,-0.178046557,3.222652051,-1.175759454,0.260063528,0.611897262,-5.361043895,8.829511,7.804396,-0.178046557
Capzb,-0.178064889,6.059286636,-2.364476482,0.033683742,0.317110178,-3.683704344,70.69768333,62.488818,-0.178064889
Rnf31,-0.17820756,3.501877942,-0.889896558,0.389145748,0.709372358,-5.63649667,11.24057167,9.9344214,-0.17820756
Atp6v0c,-0.178245976,4.696219583,-2.100185551,0.055079658,0.359786477,-4.110500236,27.30645,24.132808,-0.178245976
Utp15,-0.178253237,2.602341297,-1.648746587,0.122326159,0.455215766,-4.778614045,5.445749,4.8128026,-0.178253237
Smad5,-0.178834912,3.598885304,-1.806918813,0.093165818,0.418338039,-4.554963778,12.038551,10.6350502,-0.178834912
Pir,-0.178957778,2.646619228,-1.442080129,0.172135798,0.517399409,-5.050435923,5.443302333,4.8082916,-0.178957778
Ncoa2,-0.178971467,3.063688221,-0.943660656,0.3619697,0.689574162,-5.589678728,7.967456,7.037913,-0.178971467
Mark2,-0.178988315,3.257752064,-1.511414146,0.153794056,0.496765309,-4.962017118,9.420898,8.3216884,-0.178988315
Dpagt1,-0.179081801,5.20195304,-1.949171248,0.072420028,0.389475094,-4.343770291,40.16299667,35.474568,-0.179081801
Arrdc1,-0.179083588,1.907216567,-0.541687709,0.596884374,0.832234063,-5.878620658,2.921799333,2.5807198,-0.179083588
Sod3,-0.179367336,4.616236532,-1.049854787,0.312264943,0.651483603,-5.490279685,25.52764,22.543208,-0.179367336
Tsen54,-0.179375287,2.98311655,-1.087536429,0.295885714,0.640508394,-5.452865711,7.714304333,6.8123888,-0.179375287
Bet1l,-0.179397867,3.470911902,-1.223129578,0.242258082,0.596852826,-5.309371848,11.213458,9.902285,-0.179397867
Gm13611,-0.179575671,0.450349287,-0.115948422,0.909405024,0.965834021,-6.018719687,0.517745633,0.45715006,-0.179575671
Naf1,-0.179594225,2.334143442,-1.040959298,0.316227098,0.654346238,-5.498950732,4.143929333,3.6588878,-0.179594225
Ciao2a,-0.179745506,5.665912303,-1.665458515,0.118906706,0.451498775,-4.755586392,53.29176333,47.049098,-0.179745506
Cisd2,-0.179750689,3.603740119,-1.808644446,0.092885076,0.418049905,-4.55245622,11.997555,10.592108,-0.179750689
Adk,-0.179929185,6.92635508,-1.888224205,0.080734054,0.401314689,-4.435339205,130.41471,115.123106,-0.179929185
Ostm1,-0.179977181,2.621736601,-1.231323786,0.239277121,0.592995785,-5.300269918,5.522077667,4.8744316,-0.179977181
Lztfl1,-0.180004801,1.333081839,-1.02842415,0.32187262,0.659297375,-5.511064037,1.510999333,1.3337592,-0.180004801
Epas1,-0.180032215,6.829414076,-0.731132291,0.477230625,0.765704958,-5.760360466,128.4028233,113.339026,-0.180032215
Msl3,-0.180045211,4.421326908,-1.643826766,0.123348986,0.455431302,-4.785364816,22.06328333,19.474716,-0.180045211
C3,-0.180198212,12.20659403,-0.59026823,0.564787143,0.815304789,-5.851458521,5426.216333,4789.0794,-0.180198212
Sigirr,-0.180272749,3.780920867,-1.843830823,0.087323314,0.411611158,-4.501025491,13.26739333,11.708954,-0.180272749
Serpina1e,-0.18027513,13.76880599,-1.366072666,0.194300764,0.545782954,-5.143926109,14745.92733,13013.7922,-0.18027513
Arf2,-0.180327243,3.02742808,-1.100575196,0.290369745,0.636280682,-5.439664728,8.098260333,7.1467374,-0.180327243
Dcun1d4,-0.180330043,3.954194101,-1.315180649,0.210408406,0.563169127,-5.204424336,15.78370433,13.9291362,-0.180330043
Rnf44,-0.180333428,5.064659361,-1.118165178,0.283051094,0.629649305,-5.4216507,36.31698333,32.049702,-0.180333428
Usf2,-0.180352617,5.146991078,-1.120173223,0.282224537,0.629649305,-5.419579341,39.31079,34.691272,-0.180352617
Cnnm4,-0.18040052,1.603196927,-0.541247431,0.597179461,0.832372683,-5.878856666,2.026351,1.7881696,-0.18040052
Mrps11,-0.180623825,3.621696201,-1.753071291,0.102315188,0.431799643,-4.632499689,12.32995533,10.8789834,-0.180623825
Dnajc5,-0.180703456,4.682962959,-1.359623981,0.19628445,0.547570623,-5.151686861,26.93094333,23.760436,-0.180703456
Tubg1,-0.180766894,5.365526094,-2.087112663,0.056413383,0.360153871,-4.131029862,46.96428,41.43348,-0.180766894
Gnai2,-0.18087049,6.131932183,-1.579562458,0.137406079,0.474332651,-4.872335013,78.33748667,69.107024,-0.18087049
Scara5,-0.180930284,4.36316954,-0.630372539,0.539003473,0.800639158,-5.827374948,25.76433967,22.7275998,-0.180930284
Selenon,-0.181027229,1.297329107,-0.830773267,0.420590411,0.729885073,-5.685172952,1.6661567,1.4696747,-0.181027229
Rprd2,-0.181094095,2.49636351,-1.293418485,0.217617592,0.570572063,-5.229763775,5.154589333,4.5465222,-0.181094095
Rxrb,-0.18114994,4.59830463,-2.01144444,0.064738013,0.375710105,-4.248634567,25.33901333,22.349002,-0.18114994
Usp18,-0.181178924,2.46293392,-0.717306116,0.485444642,0.7717046,-5.770099826,4.754033667,4.192972,-0.181178924
Pdgfra,-0.1812356,1.262009603,-0.466894557,0.648040798,0.857449077,-5.916068397,1.4857007,1.31030976,-0.1812356
Ncbp3,-0.181281882,1.604051092,-1.142629256,0.27310513,0.623054642,-5.39620873,2.23477,1.9708862,-0.181281882
Cep76,-0.181303314,2.271728962,-1.387945619,0.187694233,0.53774767,-5.117401,4.229502333,3.7300232,-0.181303314
Bcor,-0.18137537,2.458712853,-0.470551065,0.645493308,0.856593343,-5.914362034,4.509984,3.977183,-0.18137537
Chka,-0.181405328,2.349519655,-0.880679473,0.393940587,0.711685597,-5.644280355,4.482683,3.9530252,-0.181405328
H2-Q5,-0.181447441,3.712784877,-0.818531814,0.42730397,0.733851872,-5.694877456,14.06261467,12.4006644,-0.181447441
Paics,-0.181628724,7.141255556,-2.11337236,0.053763998,0.356711805,-4.089730817,144.5353467,127.437832,-0.181628724
Rbm10,-0.181660615,4.528018617,-1.444137082,0.171566427,0.516764394,-5.047855094,24.46875667,21.573798,-0.181660615
Utp11,-0.181701055,3.196736282,-1.214576923,0.245400402,0.599363022,-5.318820856,8.931902,7.874926,-0.181701055
Itpr3,-0.181723739,0.63475436,-0.455777547,0.655814174,0.861840871,-5.921177259,0.6108474,0.53855298,-0.181723739
Ckb,-0.18186151,2.041524311,-0.433176832,0.67174532,0.868375661,-5.931195709,3.868193333,3.410063,-0.18186151
Adam4,-0.181863075,0.585688843,-0.29999727,0.76876093,0.909766969,-5.980109293,0.605003977,0.533349618,-0.181863075
Sec22b,-0.18191819,5.100821921,-1.511814833,0.15369305,0.496765309,-4.961497728,36.58399,32.24989,-0.18191819
Ppib,-0.182066468,6.275969132,-1.976226027,0.068985574,0.3831957,-4.302628227,82.80918667,72.991292,-0.182066468
Antxr2,-0.182074348,3.450882043,-0.950905334,0.358411303,0.687103057,-5.583187186,10.75021967,9.475617,-0.182074348
Selenoi,-0.18208791,3.2014763,-1.520045823,0.151630568,0.493403058,-4.950807315,8.756854333,7.718523,-0.18208791
Pde6d,-0.182098646,2.618919155,-1.07137848,0.302829187,0.645162451,-5.469043555,5.716122667,5.0383042,-0.182098646
Ugt1a6a,-0.182102078,2.508880609,-0.79649417,0.439564282,0.743111289,-5.712020689,4.112304333,3.6246582,-0.182102078
Efhd2,-0.182160207,6.595393173,-1.519316685,0.151812319,0.493612438,-4.951755932,113.6902233,100.204548,-0.182160207
Ids,-0.182272321,2.722414284,-1.189146209,0.254932037,0.607762955,-5.34660615,5.912942333,5.2111576,-0.182272321
Ptbp1,-0.182322904,5.634997323,-1.860077678,0.084857629,0.408636765,-4.477087666,51.53075667,45.413174,-0.182322904
Tsg101,-0.182331999,5.163791736,-2.116453473,0.053460829,0.356514954,-4.084869298,38.82710333,34.217446,-0.182331999
Sdhaf3,-0.182563127,1.845535263,-1.358890872,0.196511005,0.547570623,-5.152567404,2.698183,2.3774666,-0.182563127
Nid2,-0.182567503,1.98273225,-0.562985328,0.582699137,0.823563713,-5.866985789,3.098516,2.7302062,-0.182567503
Ilf3,-0.18256864,2.538676187,-1.491778642,0.158813064,0.50194576,-4.987352593,5.334546,4.7004434,-0.18256864
Pank2,-0.182583093,3.474807997,-1.115916583,0.283978835,0.630708451,-5.423966577,10.744983,9.467662,-0.182583093
Rnf216,-0.182594163,2.95374432,-1.122746777,0.281167871,0.62930788,-5.416920196,7.256678667,6.3939844,-0.182594163
Snap29,-0.182618642,4.123126719,-0.860490523,0.404581763,0.718878756,-5.661078629,18.080556,15.9308186,-0.182618642
Rad17,-0.182656,2.195530506,-1.178662189,0.258944119,0.611071881,-5.357924378,3.85683,3.3981736,-0.182656
Golt1a,-0.18269159,1.150828001,-0.581990436,0.570190471,0.817873107,-5.856243226,1.1824969,1.041848,-0.18269159
Hsd17b12,-0.182740901,7.204320111,-2.489024344,0.026596689,0.301580363,-3.475966761,160.5588067,141.456738,-0.182740901
Unc50,-0.182760496,5.306316808,-2.434981908,0.029476335,0.311147224,-3.566552955,41.76913,36.799256,-0.182760496
Spopl,-0.182799606,1.509050462,-1.15286366,0.269024122,0.61950304,-5.385432488,1.884759333,1.6604574,-0.182799606
Man1a,-0.182823376,5.861509917,-1.700583305,0.111990889,0.44399743,-4.706709832,61.50574,54.185156,-0.182823376
H2-T24,-0.183030398,1.928477905,-0.481730053,0.637733721,0.853387621,-5.909065518,2.9681074,2.61445982,-0.183030398
1810064F22Rik,-0.183041679,2.753780691,-0.658980398,0.521019897,0.790440216,-5.809287602,6.947921667,6.1200346,-0.183041679
Rdh16f2,-0.183058134,7.613042923,-2.288709549,0.038839519,0.326743534,-3.808173834,210.1933,185.14538,-0.183058134
Klhl13,-0.183208504,1.62778675,-0.969253185,0.349509304,0.681427749,-5.566554711,2.3091846,2.03379604,-0.183208504
Map3k7,-0.183429392,3.961833431,-1.450835548,0.169723146,0.514124565,-5.039432441,16.04181,14.126534,-0.183429392
Pqbp1,-0.183505706,5.147169036,-1.812797846,0.09221246,0.417712692,-4.546415114,36.48734667,32.129322,-0.183505706
Atf7,-0.183526054,2.68490715,-1.211156097,0.246666128,0.600676405,-5.322585536,6.008479,5.2907556,-0.183526054
Angptl4,-0.183614675,5.09763534,-0.350123484,0.731662687,0.894727747,-5.963743323,36.52760667,32.162344,-0.183614675
Inpp5a,-0.183656286,2.811126675,-1.766608908,0.099942842,0.427793305,-4.613137929,6.960621333,6.1286096,-0.183656286
Ms4a4d,-0.183699687,2.932827938,-0.748495699,0.467036129,0.75982863,-5.747887645,6.880373667,6.0577718,-0.183699687
Traf6,-0.183701322,2.77003907,-1.550939352,0.144097797,0.483030146,-4.910328992,6.584860333,5.7975828,-0.183701322
Rpl7l1,-0.183737581,5.990370332,-1.70392748,0.111351216,0.442561265,-4.70202313,68.47693,60.2884,-0.183737581
Lor,-0.183803184,1.291457499,-0.490127699,0.63193363,0.850262202,-5.905007935,1.753256233,1.54353016,-0.183803184
Tra2b,-0.183817248,4.150021269,-1.702203685,0.111680541,0.443368899,-4.704439661,19.10469,16.819206,-0.183817248
Snx6,-0.183845873,3.438125205,-1.427098608,0.176330371,0.522718997,-5.069153442,10.074016,8.8686908,-0.183845873
Il2rg,-0.183938875,1.204088727,-0.600446195,0.558181299,0.812063819,-5.845487859,1.480400367,1.30319098,-0.183938875
E4f1,-0.183994717,2.908302642,-1.926344429,0.075438205,0.393856062,-4.378249536,6.877451,6.0539604,-0.183994717
Plin5,-0.184109043,4.940039913,-1.276033558,0.223517799,0.576110501,-5.249773844,33.77743,29.73064,-0.184109043
Odc1,-0.184142546,5.654332498,-1.860825241,0.084745699,0.408585043,-4.47598337,53.46859667,47.061564,-0.184142546
Pkd2,-0.184182834,2.70051809,-1.086153657,0.296475244,0.641056304,-5.454258049,5.712368667,5.0277268,-0.184182834
Cdc42se1,-0.184197265,3.855571455,-1.290253954,0.218682213,0.571421458,-5.23342161,14.767574,12.9975128,-0.184197265
Tor1aip2,-0.184323467,5.333421389,-1.949525533,0.072374063,0.389391989,-4.343233455,41.80797,36.793592,-0.184323467
Zscan21,-0.184335863,3.155526269,-1.493382517,0.15839798,0.50194576,-4.985291773,8.355195333,7.353024,-0.184335863
Kif5a,-0.184359161,1.605290645,-0.84653226,0.412049952,0.724023335,-5.672489954,2.187509,1.9250952,-0.184359161
Ddx11,-0.184593423,1.770613711,-0.881446699,0.393539951,0.711601267,-5.643635176,2.594201333,2.28263,-0.184593423
Derl2,-0.18462981,4.884839074,-2.342170056,0.035129945,0.321421283,-3.720508786,31.23281333,27.480966,-0.18462981
Mis18a,-0.18469882,1.341394585,-0.572011608,0.576740482,0.821896841,-5.861925951,1.560430033,1.37291742,-0.18469882
Cmtm4,-0.184703209,3.919548434,-0.782495886,0.447467816,0.749027317,-5.722690179,15.591223,13.7176266,-0.184703209
Cnot4,-0.184730024,2.360730092,-1.460560335,0.167076544,0.511081222,-5.027155174,4.555164333,4.007696,-0.184730024
Mcfd2,-0.184757225,7.588772602,-1.86458607,0.084184617,0.407010443,-4.470424123,208.591,183.51776,-0.184757225
Egln1,-0.18476296,3.995269738,-1.718458389,0.108608903,0.438610404,-4.681592604,16.35795,14.39162,-0.18476296
Hat1,-0.184770035,2.826909604,-1.29807474,0.216058674,0.568918373,-5.224369222,6.797821,5.9806502,-0.184770035
Smyd1,-0.184908499,1.858090372,-1.152690797,0.269092663,0.619549082,-5.385615149,2.909254333,2.5592852,-0.184908499
Gm25117,-0.184969397,1.184323503,0.027202305,0.978697454,0.99148033,-6.025149451,1.648979633,1.45055418,-0.184969397
Nab1,-0.185021102,5.306192784,-1.336131631,0.203651042,0.556358188,-5.179727312,40.92725333,36.001094,-0.185021102
Arpc4,-0.185027595,5.01889159,-1.811911548,0.092355624,0.417712692,-4.547704907,34.06414667,29.963922,-0.185027595
Hnrnpa2b1,-0.185146255,6.775567649,-2.330578201,0.035904583,0.323082346,-3.739583111,116.6550833,102.605134,-0.185146255
Pycrl,-0.185153447,5.686927098,-1.922597991,0.075944347,0.39413694,-4.383887662,55.47037667,48.789276,-0.185153447
3110045C21Rik,-0.185246439,1.637296236,-0.822663463,0.42503031,0.732808047,-5.691616528,2.142030233,1.88391308,-0.185246439
Sec63,-0.185311125,5.478905585,-2.199283684,0.045883587,0.342327529,-3.952981981,47.06307333,41.390062,-0.185311125
Calr,-0.185366985,9.663049001,-1.555963536,0.142903431,0.482364264,-4.903693784,875.6175667,770.04028,-0.185366985
Fbxo11,-0.185369163,3.772453271,-1.543748348,0.145822088,0.485012205,-4.919800528,13.23910467,11.6427866,-0.185369163
Rab9,-0.185485688,5.352483545,-1.453263021,0.16905925,0.513454104,-5.036373283,41.34274,36.354862,-0.185485688
Tln1,-0.185490904,4.612636993,-0.994913595,0.337323611,0.6729134,-5.542835108,26.57355667,23.367452,-0.185490904
Prr14,-0.18549256,4.705123989,-1.735466897,0.10547474,0.436661794,-4.65754324,26.46151333,23.2689,-0.18549256
Rasl11a,-0.185526797,0.467302522,-0.392030615,0.701170774,0.881609992,-5.948162583,0.4117919,0.36210012,-0.185526797
Abca3,-0.185641185,4.178906092,-0.782862726,0.447259551,0.749027317,-5.722412763,19.11582367,16.807745,-0.185641185
Fbp1,-0.185697,9.936473888,-2.023506558,0.06333934,0.373538198,-4.230031121,1076.759467,946.71298,-0.185697
Vegfb,-0.185749605,4.423611907,-1.32814163,0.206207049,0.558729163,-5.189180639,23.70859,20.844406,-0.185749605
Zfp280d,-0.185792095,0.996978516,-0.880977352,0.393785006,0.71162337,-5.64402992,0.978667167,0.86041114,-0.185792095
Sec11a,-0.185803345,4.546860339,-1.628631104,0.126555226,0.460261046,-4.806133492,24.87912,21.872712,-0.185803345
Rlim,-0.185804969,3.332049105,-1.58350524,0.136505531,0.473170307,-4.867065018,10.10689767,8.885564,-0.185804969
Snrpg,-0.185874163,3.385915479,-2.023852186,0.063299675,0.373476864,-4.229497238,10.098458,8.8777184,-0.185874163
Pcnp,-0.185877899,4.868154528,-1.730208268,0.106435114,0.438610404,-4.66499421,30.05194,26.41908,-0.185877899
Mup20,-0.185998472,12.47520974,-1.268053793,0.226268393,0.578748677,-5.258888726,5660.428667,4975.746,-0.185998472
Plxna1,-0.186083273,2.018262233,-0.46762543,0.647531229,0.857197136,-5.915728353,3.459021,3.0404408,-0.186083273
Rfk,-0.186112756,5.165137195,-2.301787562,0.037899221,0.323082346,-3.786800966,37.60087333,33.050072,-0.186112756
Smarca5,-0.186135986,3.438045562,-1.410375316,0.18111249,0.528770227,-5.089880529,10.59537167,9.312873,-0.186135986
Wdr76,-0.186149261,0.890679474,-0.533952174,0.602079697,0.834055235,-5.882740549,0.917439633,0.8063823,-0.186149261
Marchf9,-0.186165204,0.527458404,-0.445988469,0.662693634,0.86404743,-5.925577182,0.448010933,0.39377424,-0.186165204
Atg10,-0.186196795,2.229455669,-1.147495612,0.271158803,0.621520406,-5.39109445,3.603115667,3.1668492,-0.186196795
Peli3,-0.186369166,1.670642627,-0.72595775,0.480294816,0.768802622,-5.764025526,2.6335696,2.31441956,-0.186369166
Hps5,-0.186381904,2.874416239,-1.544744121,0.145582273,0.484949476,-4.91849074,6.789718,5.966851,-0.186381904
Fam162a,-0.186399256,6.822611783,-2.375212123,0.03300807,0.316429974,-3.665945389,122.1834967,107.374408,-0.186399256
Fam171a1,-0.186419422,1.277116743,-0.662883419,0.518593284,0.789462487,-5.806761744,1.5179678,1.33396588,-0.186419422
Dnajc21,-0.186731464,3.545685856,-1.263302068,0.227919036,0.580615264,-5.264295382,11.22042367,9.8581968,-0.186731464
Stk4,-0.186751922,2.9754968,-1.241551352,0.23559698,0.588623465,-5.288842543,7.499401667,6.5888358,-0.186751922
Lamtor3,-0.186778447,3.142627307,-2.171402436,0.048314314,0.347764963,-3.997627753,8.406693667,7.38583,-0.186778447
Arhgap35,-0.186818967,4.872434304,-0.854398396,0.407830125,0.721276061,-5.666079587,32.23451333,28.319332,-0.186818967
